,method,n_clusters,flows,iterations,total_cell_len,cell_candidates,run,approx_error
184,CellCandidateHeuristic.SIMILARITY,,1,184,930,5,0,56.68166634036538
185,CellCandidateHeuristic.SIMILARITY,,1,185,935,5,0,52.58964680117175
186,CellCandidateHeuristic.SIMILARITY,,1,186,940,5,0,49.72232209685463
187,CellCandidateHeuristic.SIMILARITY,,1,187,943,5,0,47.65529571858588
188,CellCandidateHeuristic.SIMILARITY,,1,188,948,5,0,45.04608843325933
189,CellCandidateHeuristic.SIMILARITY,,1,189,953,5,0,41.80400989968059
190,CellCandidateHeuristic.SIMILARITY,,1,190,961,5,0,36.383329807350805
191,CellCandidateHeuristic.SIMILARITY,,1,191,966,5,0,33.62665339835376
192,CellCandidateHeuristic.SIMILARITY,,1,192,970,5,0,30.93711075843234
193,CellCandidateHeuristic.SIMILARITY,,1,193,976,5,0,28.477652740814975
194,CellCandidateHeuristic.SIMILARITY,,1,194,981,5,0,25.822300587914704
195,CellCandidateHeuristic.SIMILARITY,,1,195,988,5,0,23.08695485744423
196,CellCandidateHeuristic.SIMILARITY,,1,196,996,5,0,20.8964127542205
197,CellCandidateHeuristic.SIMILARITY,,1,197,1003,5,0,18.541423943619264
198,CellCandidateHeuristic.SIMILARITY,,1,198,1010,5,0,16.520862594102123
199,CellCandidateHeuristic.SIMILARITY,,1,199,1016,5,0,15.335216497071324
200,CellCandidateHeuristic.SIMILARITY,,1,200,1021,5,0,14.0982320340068
201,CellCandidateHeuristic.SIMILARITY,,1,201,1027,5,0,12.954339439273184
202,CellCandidateHeuristic.SIMILARITY,,1,202,1033,5,0,11.62725613057756
203,CellCandidateHeuristic.SIMILARITY,,1,203,1039,5,0,10.733888013269752
204,CellCandidateHeuristic.SIMILARITY,,1,204,1044,5,0,9.68413051853966
205,CellCandidateHeuristic.SIMILARITY,,1,205,1052,5,0,8.530498644418687
206,CellCandidateHeuristic.SIMILARITY,,1,206,1060,5,0,7.610944759146619
207,CellCandidateHeuristic.SIMILARITY,,1,207,1066,5,0,6.706285018478156
208,CellCandidateHeuristic.SIMILARITY,,1,208,1073,5,0,5.843934072947798
209,CellCandidateHeuristic.SIMILARITY,,1,209,1078,5,0,5.339705888527474
210,CellCandidateHeuristic.SIMILARITY,,1,210,1085,5,0,4.831319696712036
211,CellCandidateHeuristic.SIMILARITY,,1,211,1090,5,0,4.445751228812769
212,CellCandidateHeuristic.SIMILARITY,,1,212,1094,5,0,4.077751324604174
213,CellCandidateHeuristic.SIMILARITY,,1,213,1098,5,0,3.763235426092143
214,CellCandidateHeuristic.SIMILARITY,,1,214,1104,5,0,3.442618965620063
215,CellCandidateHeuristic.SIMILARITY,,1,215,1111,5,0,3.066815170735233
216,CellCandidateHeuristic.SIMILARITY,,1,216,1117,5,0,2.7694628828251755
217,CellCandidateHeuristic.SIMILARITY,,1,217,1124,5,0,2.4378319788692835
218,CellCandidateHeuristic.SIMILARITY,,1,218,1132,5,0,2.1553602881903418
219,CellCandidateHeuristic.SIMILARITY,,1,219,1140,5,0,1.8784217135270584
220,CellCandidateHeuristic.SIMILARITY,,1,220,1147,5,0,1.6555147306354923
221,CellCandidateHeuristic.SIMILARITY,,1,221,1152,5,0,1.4191647522606785
222,CellCandidateHeuristic.SIMILARITY,,1,222,1158,5,0,1.2685845429364124
223,CellCandidateHeuristic.SIMILARITY,,1,223,1164,5,0,1.1252510254045844
224,CellCandidateHeuristic.SIMILARITY,,1,224,1171,5,0,1.004423619764565
225,CellCandidateHeuristic.SIMILARITY,,1,225,1178,5,0,0.8937696697685599
226,CellCandidateHeuristic.SIMILARITY,,1,226,1185,5,0,0.8029945583745859
227,CellCandidateHeuristic.SIMILARITY,,1,227,1193,5,0,0.6791140529006338
228,CellCandidateHeuristic.SIMILARITY,,1,228,1197,5,0,0.6269455169416682
229,CellCandidateHeuristic.SIMILARITY,,1,229,1204,5,0,0.5441225231020002
230,CellCandidateHeuristic.SIMILARITY,,1,230,1209,5,0,0.49520519886465486
231,CellCandidateHeuristic.SIMILARITY,,1,231,1214,5,0,0.4451357020889849
232,CellCandidateHeuristic.SIMILARITY,,1,232,1218,5,0,0.4167135917874111
233,CellCandidateHeuristic.SIMILARITY,,1,233,1224,5,0,0.3726648119083727
234,CellCandidateHeuristic.SIMILARITY,,1,234,1231,5,0,0.33243447149135386
235,CellCandidateHeuristic.SIMILARITY,,1,235,1238,5,0,0.279931791090699
236,CellCandidateHeuristic.SIMILARITY,,1,236,1243,5,0,0.24628695919663748
237,CellCandidateHeuristic.SIMILARITY,,1,237,1249,5,0,0.21391805353998739
238,CellCandidateHeuristic.SIMILARITY,,1,238,1255,5,0,0.1902109371534869
239,CellCandidateHeuristic.SIMILARITY,,1,239,1264,5,0,0.15572259458892618
240,CellCandidateHeuristic.SIMILARITY,,1,240,1269,5,0,0.14001342974948636
241,CellCandidateHeuristic.SIMILARITY,,1,241,1275,5,0,0.12329733480040549
242,CellCandidateHeuristic.SIMILARITY,,1,242,1280,5,0,0.11057016410446019
243,CellCandidateHeuristic.SIMILARITY,,1,243,1288,5,0,0.09513430560276387
244,CellCandidateHeuristic.SIMILARITY,,1,244,1294,5,0,0.08395760944543593
