,Unnamed: 0,l,count,est,a_priori,sample_est,sample_occured,sample_est_a_priori,sample_occured_a_priori,combined,run,kind,p,est_p
10,10,13,4200997,16322908.88669459,0.0,5751674.2317778375,170,,139,5751674.2317778375,10,config,0.0,0.3421052631578947
11,11,14,7364443,36296994.76120245,0.0,8553804.675268114,60,,43,8553804.675268114,10,config,0.0,0.3421052631578947
12,12,15,11117443,69537400.48988257,0.0,10652424.59080052,16,,12,10652424.59080052,10,config,0.0,0.3421052631578947
13,13,16,14124542,111511456.37769,0.0,5753622.21067818,1,,7,5753622.21067818,10,config,0.0,0.3421052631578947
14,14,17,14498180,143618470.13349548,0.0,0.0,0,0.0,0,143618470.13349548,10,config,0.0,0.3421052631578947
15,15,18,11202755,139209131.13816884,0.0,0.0,0,0.0,0,139209131.13816884,10,config,0.0,0.3421052631578947
16,16,19,5772238,90235281.67958868,0.0,0.0,0,0.0,0,90235281.67958868,10,config,0.0,0.3421052631578947
17,17,20,1507510,29326466.54586632,0.0,0.0,0,0.0,0,29326466.54586632,10,config,0.0,0.3421052631578947
0,0,3,42,37.72537396121884,0.0,39.01674878321126,6858,,6926,39.01674878321126,11,config,0.0,0.3210526315789473
1,1,4,170,154.4258399912524,0.0,174.7982775295621,7735,,7582,174.7982775295621,11,config,0.0,0.3210526315789473
2,2,5,699,634.6089256061571,0.0,779.617878738045,7896,,7701,779.617878738045,11,config,0.0,0.3210526315789473
3,3,6,2638,2546.785819866815,0.0,3147.1251062869724,6811,,6763,3147.1251062869724,11,config,0.0,0.3210526315789473
4,4,7,9159,9811.827474434253,0.0,11297.385536047082,5118,,5206,11297.385536047082,11,config,0.0,0.3210526315789473
5,5,8,29129,35832.53573064772,0.0,35839.74405702582,3391,,3495,35839.74405702582,11,config,0.0,0.3210526315789473
6,6,9,83495,122710.7188530252,0.0,109905.1054523012,2143,,2196,109905.1054523012,11,config,0.0,0.3210526315789473
7,7,10,212869,390026.3321860101,0.0,281136.1708360446,1171,,1190,281136.1708360446,11,config,0.0,0.3210526315789473
8,8,11,478709,1138354.366667302,0.0,631062.1652267141,558,,573,631062.1652267141,11,config,0.0,0.3210526315789473
9,9,12,936602,3015141.236975368,0.0,1010102.568992758,204,,255,1010102.568992758,11,config,0.0,0.3210526315789473
10,10,13,1565969,7148448.212035527,0.0,1701173.5799635227,86,,86,1701173.5799635227,11,config,0.0,0.3210526315789473
11,11,14,2189264,14917682.716168877,0.0,2916611.3621928967,27,,24,2916611.3621928967,11,config,0.0,0.3210526315789473
12,12,15,2496824,26820423.241280463,0.0,1333402.265652219,2,,2,1333402.265652219,11,config,0.0,0.3210526315789473
13,13,16,2256332,40362972.47659806,0.0,0.0,0,,1,40362972.47659806,11,config,0.0,0.3210526315789473
14,14,17,1552875,48785462.70855692,0.0,0.0,0,0.0,0,48785462.70855692,11,config,0.0,0.3210526315789473
15,15,18,763950,44377653.35857327,0.0,0.0,0,0.0,0,44377653.35857327,11,config,0.0,0.3210526315789473
16,16,19,239471,26995381.378234595,0.0,0.0,0,0.0,0,26995381.378234595,11,config,0.0,0.3210526315789473
17,17,20,36208,8233591.320361552,0.0,0.0,0,0.0,0,8233591.320361552,11,config,0.0,0.3210526315789473
0,0,3,36,30.78,0.0,34.38700695273065,6992,,7011,34.38700695273065,12,config,0.0,0.3
1,1,4,128,117.7335,0.0,134.75715316341885,7301,,7377,134.75715316341885,12,config,0.0,0.3
2,2,5,434,452.0966399999999,0.0,482.8837628040873,6421,,6497,482.8837628040873,12,config,0.0,0.3
3,3,6,1390,1695.3623999999998,0.0,1672.7221321296136,5387,,5328,1672.7221321296136,12,config,0.0,0.3
4,4,7,4317,6103.304639999999,0.0,5537.158757296014,4378,,4375,5537.158757296014,12,config,0.0,0.3
5,5,8,12365,20827.527083999998,0.0,15943.60504535334,3049,,3116,15943.60504535334,12,config,0.0,0.3
6,6,9,32706,66648.08666879998,0.0,44633.36620386544,2070,,1928,44633.36620386544,12,config,0.0,0.3
7,7,10,79538,197944.8174063359,0.0,110890.25751305504,1197,,1198,110890.25751305504,12,config,0.0,0.3
8,8,11,175744,539849.5020172797,0.0,236395.9724609377,644,,656,236395.9724609377,12,config,0.0,0.3
9,9,12,349298,1336127.5174927674,0.0,493357.04150524834,320,,315,493357.04150524834,12,config,0.0,0.3
10,10,13,616087,2960036.3464455158,0.0,942619.2263013124,162,,139,942619.2263013124,12,config,0.0,0.3
11,11,14,947043,5772070.875568755,0.0,1170463.809726436,53,,46,1170463.809726436,12,config,0.0,0.3
12,12,15,1241158,9697079.070955507,0.0,2159724.727645844,22,,11,2159724.727645844,12,config,0.0,0.3
13,13,16,1354629,13636517.443531182,0.0,1737285.2415073018,4,,3,1737285.2415073018,12,config,0.0,0.3
14,14,17,1192799,15401243.230341095,0.0,0.0,0,0.0,0,15401243.230341095,12,config,0.0,0.3
15,15,18,808748,13091056.745789934,0.0,0.0,0,0.0,0,13091056.745789934,12,config,0.0,0.3
16,16,19,386764,7441232.255501647,0.0,0.0,0,0.0,0,7441232.255501647,12,config,0.0,0.3
17,17,20,98083,2120751.192817969,0.0,0.0,0,0.0,0,2120751.192817969,12,config,0.0,0.3
